,patch,gameid,result,date,side,firstPick,top,jng,mid,bot,sup,ban1,ban2,ban3,ban4,ban5,opp_top,opp_jng,opp_mid,opp_bot,opp_sup
18237,16.4,NA1_5505082493,1,,Red,0,Vayne,Maokai,Yasuo,Jinx,Nidalee,Akali,Jax,Riven,Sona,,Jayce,Zaahen,Ryze,Ezreal,Bard
18238,16.4,NA1_5504038246,1,,Blue,1,Kled,Fiddlesticks,Irelia,Vladimir,Karma,,Zoe,Galio,Bel'Veth,Fiora,Anivia,Sion,Orianna,Miss Fortune,Nautilus
18239,16.4,NA1_5504038246,0,,Red,0,Anivia,Sion,Orianna,Miss Fortune,Nautilus,Zoe,,Ambessa,,Sivir,Kled,Fiddlesticks,Irelia,Vladimir,Karma
18240,16.4,NA1_5497806616,1,,Blue,1,Camille,Kindred,Akali,Varus,Bard,Jax,Kennen,,Fizz,Karma,Poppy,Xin Zhao,Viktor,Ezreal,Nami
18241,16.4,NA1_5497806616,0,,Red,0,Poppy,Xin Zhao,Viktor,Ezreal,Nami,Draven,Nautilus,,Ekko,Yorick,Camille,Kindred,Akali,Varus,Bard
18242,16.4,NA1_5502227963,1,,Blue,1,Varus,Zac,Kindred,Corki,Nami,Lux,Rengar,Poppy,,Yasuo,Jayce,Dr. Mundo,Sylas,Jhin,Leona
18243,16.4,NA1_5502227963,0,,Red,0,Jayce,Dr. Mundo,Sylas,Jhin,Leona,Zoe,Ambessa,Draven,Morgana,Kha'Zix,Varus,Zac,Kindred,Corki,Nami
18244,16.4,NA1_5499969794,0,,Blue,1,Gwen,Naafiri,Annie,Tristana,Nautilus,Akali,Rumble,Bard,Braum,Jayce,Garen,Kha'Zix,Vex,Yunara,Alistar
18245,16.4,NA1_5499969794,1,,Red,0,Garen,Kha'Zix,Vex,Yunara,Alistar,Katarina,Ambessa,,Varus,Rengar,Gwen,Naafiri,Annie,Tristana,Nautilus
18246,16.4,NA1_5498505204,1,,Blue,1,Akali,Lee Sin,Orianna,Twitch,Rakan,Ambessa,Bel'Veth,Yasuo,Graves,Rengar,Zaahen,Brand,Pantheon,Lucian,Nami
18247,16.4,NA1_5498505204,0,,Red,0,Zaahen,Brand,Pantheon,Lucian,Nami,Darius,Akshan,Zoe,Sona,Ambessa,Akali,Lee Sin,Orianna,Twitch,Rakan
18248,16.4,NA1_5500021142,1,,Blue,1,Riven,Maokai,Caitlyn,Seraphine,Karma,Mel,Kha'Zix,Pyke,,Jax,Vayne,Jayce,Kassadin,Jhin,Neeko
18249,16.4,NA1_5500021142,0,,Red,0,Vayne,Jayce,Kassadin,Jhin,Neeko,Lux,Zed,Yasuo,Nunu & Willump,,Riven,Maokai,Caitlyn,Seraphine,Karma
18250,16.4,NA1_5504232342,1,,Blue,1,Kindred,Graves,Ahri,Caitlyn,Braum,Malphite,Nunu & Willump,Yasuo,Viktor,Ambessa,Irelia,Briar,Taliyah,Ezreal,Pyke
18251,16.4,NA1_5504232342,0,,Red,0,Irelia,Briar,Taliyah,Ezreal,Pyke,Gwen,Anivia,Akali,Riven,Sona,Kindred,Graves,Ahri,Caitlyn,Braum
18252,16.4,NA1_5497772734,1,,Blue,1,Kennen,Trundle,Ryze,Aphelios,Lulu,Ekko,Yorick,Nautilus,Draven,Gwen,Vladimir,Xin Zhao,Aurora,Jinx,Pantheon
18253,16.4,NA1_5497772734,0,,Red,0,Vladimir,Xin Zhao,Aurora,Jinx,Pantheon,Riven,,Twitch,Graves,Rengar,Kennen,Trundle,Ryze,Aphelios,Lulu
18254,16.4,NA1_5505400277,0,,Blue,1,Zac,Graves,Anivia,Riven,Soraka,Sivir,Poppy,Ambessa,,Ahri,Jayce,Kindred,Naafiri,Kai'Sa,Neeko
18255,16.4,NA1_5505400277,1,,Red,0,Jayce,Kindred,Naafiri,Kai'Sa,Neeko,Irelia,Nunu & Willump,Pyke,Poppy,Akshan,Zac,Graves,Anivia,Riven,Soraka
18256,16.4,NA1_5496076424,1,,Blue,1,Rumble,Jarvan IV,Yasuo,Brand,Nami,Ziggs,Azir,Sylas,,Kha'Zix,Nasus,Wukong,Ahri,Seraphine,Alistar
18257,16.4,NA1_5496076424,0,,Red,0,Nasus,Wukong,Ahri,Seraphine,Alistar,Zoe,Smolder,Kindred,Sylas,Ambessa,Rumble,Jarvan IV,Yasuo,Brand,Nami
18258,16.4,NA1_5498236625,1,,Blue,1,Camille,Lee Sin,Orianna,Kalista,Nautilus,Yunara,,Zaahen,Kassadin,Braum,Kennen,Vi,Viktor,Kog'Maw,Bard
18259,16.4,NA1_5498236625,0,,Red,0,Kennen,Vi,Viktor,Kog'Maw,Bard,Varus,Riven,Teemo,Neeko,Gwen,Camille,Lee Sin,Orianna,Kalista,Nautilus
18260,16.4,NA1_5500454299,0,,Blue,1,Jax,Kha'Zix,Yasuo,Kai'Sa,Anivia,Ambessa,Malphite,Jayce,Braum,Akali,Cho'Gath,Diana,Yone,Ezreal,Bard
18261,16.4,NA1_5500454299,1,,Red,0,Cho'Gath,Diana,Yone,Ezreal,Bard,Kassadin,Master Yi,Draven,Graves,Aatrox,Jax,Kha'Zix,Yasuo,Kai'Sa,Anivia
18262,16.4,NA1_5497391228,1,,Blue,1,Gnar,Nunu & Willump,Corki,Mel,Bard,Rengar,Shaco,Bel'Veth,Riven,Neeko,Malzahar,Taliyah,Tristana,Sivir,Rell
18263,16.4,NA1_5497391228,0,,Red,0,Malzahar,Taliyah,Tristana,Sivir,Rell,Bel'Veth,Elise,Olaf,Yasuo,Hwei,Gnar,Nunu & Willump,Corki,Mel,Bard
18264,16.4,NA1_5499807655,1,,Blue,1,Riven,Sion,Yone,Anivia,Pyke,Viego,Renekton,Graves,Zed,Tryndamere,Malphite,Ambessa,Kassadin,Ezreal,Sona
18265,16.4,NA1_5499807655,0,,Red,0,Malphite,Ambessa,Kassadin,Ezreal,Sona,Rell,Rengar,Zed,,Fiora,Riven,Sion,Yone,Anivia,Pyke
18266,16.4,NA1_5501519090,0,,Blue,1,Varus,Ambessa,Yasuo,Xerath,Elise,,Katarina,Jayce,Rengar,Vayne,Riven,Diana,Akali,Twitch,Bard
18267,16.4,NA1_5501519090,1,,Red,0,Riven,Diana,Akali,Twitch,Bard,Kennen,Lux,,LeBlanc,Irelia,Varus,Ambessa,Yasuo,Xerath,Elise
18268,16.4,NA1_5504057174,1,,Blue,1,Jax,Nunu & Willump,Zed,Jhin,Neeko,Gwen,Draven,Akali,Rengar,Sivir,Malphite,Ambessa,Twisted Fate,Lux,Senna
18269,16.4,NA1_5504057174,0,,Red,0,Malphite,Ambessa,Twisted Fate,Lux,Senna,Jayce,Katarina,Pyke,Karma,Riven,Jax,Nunu & Willump,Zed,Jhin,Neeko
18270,16.4,NA1_5503047950,0,,Blue,1,Riven,Graves,Syndra,Ezreal,Karma,Pyke,Azir,Jayce,Talon,Nunu & Willump,Aatrox,Rek'Sai,Neeko,Kai'Sa,Nautilus
18271,16.4,NA1_5503047950,1,,Red,0,Aatrox,Rek'Sai,Neeko,Kai'Sa,Nautilus,Rengar,Taliyah,Ambessa,Talon,Irelia,Riven,Graves,Syndra,Ezreal,Karma
18272,16.4,NA1_5502724595,1,,Blue,1,Irelia,Lillia,Naafiri,Ezreal,Bard,Yorick,Yasuo,Yuumi,Draven,Akali,Sett,Rumble,Zed,Mel,Nidalee
18273,16.4,NA1_5502724595,0,,Red,0,Sett,Rumble,Zed,Mel,Nidalee,Fiora,Pyke,Shaco,Akali,Sona,Irelia,Lillia,Naafiri,Ezreal,Bard
18274,16.4,NA1_5497718153,1,,Blue,1,Azir,Graves,Anivia,Aphelios,Bard,Caitlyn,Jayce,Irelia,Pyke,Syndra,Malphite,Teemo,Diana,Jhin,Vel'Koz
18275,16.4,NA1_5497718153,0,,Red,0,Malphite,Teemo,Diana,Jhin,Vel'Koz,Ambessa,Fiora,Hecarim,Kha'Zix,Draven,Azir,Graves,Anivia,Aphelios,Bard
18276,16.4,NA1_5505124574,0,,Blue,1,Cho'Gath,Udyr,Zaahen,Ezreal,Zilean,Ahri,Riven,,,Sona,Vayne,Nidalee,Yasuo,Corki,Leona
18277,16.4,NA1_5505124574,1,,Red,0,Vayne,Nidalee,Yasuo,Corki,Leona,Neeko,LeBlanc,Shaco,Azir,Zed,Cho'Gath,Udyr,Zaahen,Ezreal,Zilean
18278,16.4,NA1_5504783864,1,,Blue,1,Rumble,Xin Zhao,Zed,Lucian,Lulu,Kindred,Riven,Blitzcrank,Pyke,Akali,Aatrox,Viego,Ahri,Vayne,Nami
18279,16.4,NA1_5504783864,0,,Red,0,Aatrox,Viego,Ahri,Vayne,Nami,Ambessa,K'Sante,Nilah,Akali,Sona,Rumble,Xin Zhao,Zed,Lucian,Lulu
18280,16.4,NA1_5505233080,0,,Blue,1,Olaf,Fiddlesticks,Kayle,Draven,Leona,Pyke,Ambessa,Riven,Twitch,Jayce,Fiora,Sylas,Naafiri,Mel,Neeko
18281,16.4,NA1_5505233080,1,,Red,0,Fiora,Sylas,Naafiri,Mel,Neeko,Poppy,Jayce,Irelia,Sona,,Olaf,Fiddlesticks,Kayle,Draven,Leona
18282,16.4,NA1_5495851331,0,,Blue,1,Vayne,Wukong,Hwei,Jhin,Neeko,Zed,Gwen,Zaahen,Bel'Veth,,Malphite,Graves,Katarina,Senna,Nami
18283,16.4,NA1_5495851331,1,,Red,0,Malphite,Graves,Katarina,Senna,Nami,Jayce,Blitzcrank,Kindred,Gwen,Ryze,Vayne,Wukong,Hwei,Jhin,Neeko
18284,16.4,NA1_5498149606,1,,Blue,1,Jax,Taliyah,Xerath,Ezreal,Seraphine,Rengar,Yasuo,Zed,Vladimir,Bard,Mordekaiser,Ekko,Qiyana,Jinx,Senna
18285,16.4,NA1_5498149606,0,,Red,0,Mordekaiser,Ekko,Qiyana,Jinx,Senna,Fizz,Pyke,Kindred,Karma,Gwen,Jax,Taliyah,Xerath,Ezreal,Seraphine
18286,16.4,NA1_5504822714,0,,Blue,1,Syndra,Lee Sin,Ekko,Kai'Sa,Anivia,Zed,Akshan,Riven,Akali,Aatrox,Kayle,Kha'Zix,Xerath,Yunara,Pyke
18287,16.4,NA1_5504822714,1,,Red,0,Kayle,Kha'Zix,Xerath,Yunara,Pyke,Zoe,Jax,Mel,Ambessa,Talon,Syndra,Lee Sin,Ekko,Kai'Sa,Anivia
18288,16.4,NA1_5503165750,1,,Blue,1,Riven,Ambessa,Lux,Hwei,Neeko,Kha'Zix,Sivir,Graves,Karma,Azir,Renekton,Kindred,Xerath,Jhin,Soraka
18289,16.4,NA1_5503165750,0,,Red,0,Renekton,Kindred,Xerath,Jhin,Soraka,Twitch,Akali,Bel'Veth,Zilean,Varus,Riven,Ambessa,Lux,Hwei,Neeko
18290,16.4,NA1_5501714797,0,,Blue,1,Ornn,Pantheon,Rumble,Yunara,Nautilus,Qiyana,Rengar,Varus,Akali,Riven,K'Sante,Jarvan IV,Viktor,Corki,Nami
18291,16.4,NA1_5501714797,1,,Red,0,K'Sante,Jarvan IV,Viktor,Corki,Nami,Zoe,Draven,Sona,Riven,Rengar,Ornn,Pantheon,Rumble,Yunara,Nautilus
18292,16.4,NA1_5504224672,1,,Blue,1,Malphite,Kayn,Yone,Aurelion Sol,Leona,Akali,Bel'Veth,,Katarina,Ezreal,Zaahen,Hecarim,Tryndamere,Ziggs,Neeko
18293,16.4,NA1_5504224672,0,,Red,0,Zaahen,Hecarim,Tryndamere,Ziggs,Neeko,Qiyana,Yasuo,Karma,Akali,Ambessa,Malphite,Kayn,Yone,Aurelion Sol,Leona
18294,16.4,NA1_5497386780,1,,Blue,1,Fiora,Elise,Katarina,Caitlyn,Leona,Kha'Zix,Vladimir,Nunu & Willump,Jayce,Fiddlesticks,Rumble,Graves,Ahri,Varus,Poppy
18295,16.4,NA1_5497386780,0,,Red,0,Rumble,Graves,Ahri,Varus,Poppy,Zed,Kha'Zix,Gwen,Azir,Bard,Fiora,Elise,Katarina,Caitlyn,Leona
18296,16.4,NA1_5503248765,1,,Blue,1,Camille,Naafiri,Anivia,Vladimir,Senna,Ahri,Jax,Bel'Veth,Fiddlesticks,Kha'Zix,Nocturne,Evelynn,Aurelion Sol,Ezreal,Sona
18297,16.4,NA1_5503248765,0,,Red,0,Nocturne,Evelynn,Aurelion Sol,Ezreal,Sona,Aurora,Zaahen,Ambessa,Fiora,Riven,Camille,Naafiri,Anivia,Vladimir,Senna
18298,16.4,NA1_5503234299,0,,Blue,1,Sion,Ivern,Jax,Yunara,Lulu,Poppy,Jayce,Ambessa,Fizz,Swain,Akali,Kindred,Aurelion Sol,Lucian,Neeko
18299,16.4,NA1_5503234299,1,,Red,0,Akali,Kindred,Aurelion Sol,Lucian,Neeko,Aphelios,Riven,Zed,Nasus,Akshan,Sion,Ivern,Jax,Yunara,Lulu
18300,16.5,NA1_5505514843,1,,Blue,1,Aatrox,Wukong,Yone,Ahri,Nami,LeBlanc,Akali,Sona,Rengar,Zed,Azir,Kha'Zix,Akshan,Ziggs,Fiddlesticks
18301,16.5,NA1_5505514843,0,,Red,0,Azir,Kha'Zix,Akshan,Ziggs,Fiddlesticks,Zoe,Yasuo,Draven,Shaco,Dr. Mundo,Aatrox,Wukong,Yone,Ahri,Nami
18302,16.4,NA1_5500130262,1,,Blue,1,Sion,Udyr,Zoe,Jinx,Vel'Koz,Syndra,Talon,Master Yi,Ambessa,Pyke,Yone,Fizz,Orianna,Kai'Sa,Sona
18303,16.4,NA1_5500130262,0,,Red,0,Yone,Fizz,Orianna,Kai'Sa,Sona,Twitch,Akali,Kha'Zix,Blitzcrank,Ambessa,Sion,Udyr,Zoe,Jinx,Vel'Koz
18304,16.4,NA1_5505332691,0,,Blue,1,Darius,Ambessa,Akali,Corki,Rell,Jayce,LeBlanc,,Blitzcrank,Poppy,Riven,Graves,Swain,Lucian,Alistar
18305,16.4,NA1_5505332691,1,,Red,0,Riven,Graves,Swain,Lucian,Alistar,Azir,Kha'Zix,Syndra,Zed,Pyke,Darius,Ambessa,Akali,Corki,Rell
18306,16.4,NA1_5505004078,1,,Blue,1,Jayce,Sylas,Viktor,Swain,Senna,Zed,Riven,Bel'Veth,Pyke,Zyra,Dr. Mundo,Evelynn,Akshan,Aphelios,Rell
18307,16.4,NA1_5505004078,0,,Red,0,Dr. Mundo,Evelynn,Akshan,Aphelios,Rell,Pyke,Yasuo,,,Shaco,Jayce,Sylas,Viktor,Swain,Senna
18308,16.3,NA1_5495186574,0,,Blue,1,Gangplank,Talon,Galio,Viktor,Leona,Riven,Neeko,Zoe,Rengar,Aphelios,Irelia,Graves,Syndra,Soraka,Sona
18309,16.3,NA1_5495186574,1,,Red,0,Irelia,Graves,Syndra,Soraka,Sona,Jax,Rengar,Jayce,Sivir,Gwen,Gangplank,Talon,Galio,Viktor,Leona
18310,16.4,NA1_5495883801,0,,Blue,1,Ahri,Brand,Zed,Lucian,Braum,Nocturne,Pyke,Ambessa,Akali,Riven,Malphite,Rek'Sai,Orianna,Yunara,Nautilus
18311,16.4,NA1_5495883801,1,,Red,0,Malphite,Rek'Sai,Orianna,Yunara,Nautilus,Riven,Rengar,Katarina,Yasuo,Jax,Ahri,Brand,Zed,Lucian,Braum
18312,16.4,NA1_5503375666,1,,Blue,1,Graves,Master Yi,Azir,Varus,Thresh,Viktor,Talon,Akshan,Jax,,Yasuo,Xin Zhao,Aurelion Sol,Seraphine,Rell
18313,16.4,NA1_5503375666,0,,Red,0,Yasuo,Xin Zhao,Aurelion Sol,Seraphine,Rell,Karma,,Karthus,Malphite,Bel'Veth,Graves,Master Yi,Azir,Varus,Thresh
18314,16.4,NA1_5500774278,1,,Blue,1,Zaahen,Kindred,Aurora,Udyr,Alistar,Sylas,Lux,Rengar,LeBlanc,Ambessa,Jayce,Graves,Hwei,Pyke,Rammus
18315,16.4,NA1_5500774278,0,,Red,0,Jayce,Graves,Hwei,Pyke,Rammus,Braum,Bel'Veth,Sylas,Zed,,Zaahen,Kindred,Aurora,Udyr,Alistar
18316,16.4,NA1_5500076287,0,,Blue,1,Rengar,Zyra,Yasuo,Olaf,Sona,Vayne,Akali,Bel'Veth,Zac,Darius,Riven,Ambessa,Syndra,Corki,Lulu
18317,16.4,NA1_5500076287,1,,Red,0,Riven,Ambessa,Syndra,Corki,Lulu,Poppy,Rumble,Karma,Akali,Jayce,Rengar,Zyra,Yasuo,Olaf,Sona
18318,16.4,NA1_5504282583,0,,Blue,1,Yone,Lee Sin,Aurelion Sol,Ezreal,Nidalee,Akshan,Naafiri,Annie,Sona,Renekton,Gnar,Graves,Irelia,Lux,Lissandra
18319,16.4,NA1_5504282583,1,,Red,0,Gnar,Graves,Irelia,Lux,Lissandra,Lulu,Zaahen,Jayce,Pyke,Jax,Yone,Lee Sin,Aurelion Sol,Ezreal,Nidalee
18320,16.4,NA1_5502319230,0,,Blue,1,Yone,Ambessa,Ryze,Xayah,Rell,Rengar,LeBlanc,Jayce,Janna,Draven,Renekton,Fiddlesticks,Yasuo,Kai'Sa,Neeko
18321,16.4,NA1_5502319230,1,,Red,0,Renekton,Fiddlesticks,Yasuo,Kai'Sa,Neeko,Lissandra,Azir,Pyke,Jax,Nunu & Willump,Yone,Ambessa,Ryze,Xayah,Rell
18322,16.4,NA1_5497104913,1,,Blue,1,Darius,Ambessa,Taliyah,Lucian,Alistar,Rek'Sai,Poppy,Akshan,Azir,Ezreal,Irelia,Volibear,Katarina,Samira,Nautilus
18323,16.4,NA1_5497104913,0,,Red,0,Irelia,Volibear,Katarina,Samira,Nautilus,Xerath,Graves,Vladimir,Jax,Gwen,Darius,Ambessa,Taliyah,Lucian,Alistar
18324,16.4,NA1_5503312655,0,,Blue,1,Sion,Xin Zhao,Orianna,Seraphine,Senna,Olaf,Nasus,Riven,Pyke,Sona,Anivia,Karthus,Akshan,Jhin,Blitzcrank
18325,16.4,NA1_5503312655,1,,Red,0,Anivia,Karthus,Akshan,Jhin,Blitzcrank,Aatrox,Shaco,Karma,Braum,Viktor,Sion,Xin Zhao,Orianna,Seraphine,Senna
18326,16.4,NA1_5497463637,1,,Blue,1,Singed,Lee Sin,Twisted Fate,Kai'Sa,Poppy,Syndra,Orianna,Pyke,Bel'Veth,Urgot,Jayce,Viego,Mel,Ezreal,Leona
18327,16.4,NA1_5497463637,0,,Red,0,Jayce,Viego,Mel,Ezreal,Leona,Olaf,Kha'Zix,Akali,Ambessa,Rengar,Singed,Lee Sin,Twisted Fate,Kai'Sa,Poppy
18328,16.4,NA1_5496041142,1,,Blue,1,Olaf,Kha'Zix,Zac,Senna,Janna,Pyke,Lee Sin,Poppy,Nautilus,Riven,Volibear,Nunu & Willump,Syndra,Smolder,Rell
18329,16.4,NA1_5496041142,0,,Red,0,Volibear,Nunu & Willump,Syndra,Smolder,Rell,Varus,Gwen,Ezreal,Sona,Diana,Olaf,Kha'Zix,Zac,Senna,Janna
18330,16.4,NA1_5502733284,0,,Blue,1,Illaoi,Xin Zhao,Syndra,Jinx,Lulu,Gwen,Ekko,Azir,Pyke,Yasuo,Kled,Fiddlesticks,Yone,Lucian,Sona
18331,16.4,NA1_5502733284,1,,Red,0,Kled,Fiddlesticks,Yone,Lucian,Sona,Fiora,Bel'Veth,Rengar,Pyke,Akali,Illaoi,Xin Zhao,Syndra,Jinx,Lulu
18332,16.4,NA1_5502753964,0,,Blue,1,Ornn,Pantheon,Azir,Ezreal,Nidalee,Yasuo,Rengar,Qiyana,Gwen,Karthus,Kled,Graves,Ryze,Varus,Karma
18333,16.4,NA1_5502753964,1,,Red,0,Kled,Graves,Ryze,Varus,Karma,Yasuo,Illaoi,Pyke,Fiora,Rengar,Ornn,Pantheon,Azir,Ezreal,Nidalee
18334,16.4,NA1_5504646904,0,,Blue,1,Camille,Naafiri,Mel,Vayne,Morgana,Hecarim,Rengar,Talon,Jax,Sylas,Jayce,Diana,Qiyana,Ezreal,Bard
18335,16.4,NA1_5504646904,1,,Red,0,Jayce,Diana,Qiyana,Ezreal,Bard,,Ambessa,Pyke,LeBlanc,Gwen,Camille,Naafiri,Mel,Vayne,Morgana
18336,16.4,NA1_5501340405,0,,Blue,1,Riven,Udyr,Rumble,Jinx,Rakan,Nautilus,Bel'Veth,Briar,Zoe,Master Yi,Jayce,Ekko,Akali,Kai'Sa,Thresh
18337,16.4,NA1_5501340405,1,,Red,0,Jayce,Ekko,Akali,Kai'Sa,Thresh,Ambessa,Galio,Master Yi,Braum,Rengar,Riven,Udyr,Rumble,Jinx,Rakan
18338,16.4,NA1_5496252228,1,,Blue,1,Graves,Vi,Ahri,Caitlyn,Rakan,Pantheon,Pyke,,Draven,Riven,Vayne,Hecarim,Zoe,Yunara,Nautilus
18339,16.4,NA1_5496252228,0,,Red,0,Vayne,Hecarim,Zoe,Yunara,Nautilus,Karma,Jayce,Draven,Zed,Rengar,Graves,Vi,Ahri,Caitlyn,Rakan
18340,16.3,NA1_5495079081,1,,Blue,1,Ornn,Master Yi,Yone,Aurora,Pyke,Shaco,Ambessa,Cassiopeia,Orianna,Syndra,Zaahen,Kha'Zix,Galio,Mel,Nautilus
18341,16.3,NA1_5495079081,0,,Red,0,Zaahen,Kha'Zix,Galio,Mel,Nautilus,Akali,Jayce,Gwen,Zyra,,Ornn,Master Yi,Yone,Aurora,Pyke
18342,16.4,NA1_5503814084,1,,Blue,1,Darius,Udyr,Yasuo,Mel,Nami,Pyke,Ambessa,Akali,Draven,Vayne,Anivia,Rengar,Taliyah,Tristana,Yuumi
18343,16.4,NA1_5503814084,0,,Red,0,Anivia,Rengar,Taliyah,Tristana,Yuumi,Aurelion Sol,Graves,Ambessa,Draven,Rek'Sai,Darius,Udyr,Yasuo,Mel,Nami
18344,16.3,NA1_5495176227,0,,Blue,1,Ahri,Ambessa,Yasuo,Kai'Sa,Rakan,Riven,Rengar,Caitlyn,Akali,Sona,Tryndamere,Volibear,Viego,Corki,Alistar
18345,16.3,NA1_5495176227,1,,Red,0,Tryndamere,Volibear,Viego,Corki,Alistar,Gwen,Draven,,Kha'Zix,Kennen,Ahri,Ambessa,Yasuo,Kai'Sa,Rakan
18346,16.4,NA1_5504543821,0,,Blue,1,Shen,Jayce,Graves,Caitlyn,Neeko,Yuumi,Kindred,Ambessa,Anivia,Rengar,Illaoi,Amumu,Wukong,Jinx,Nami
18347,16.4,NA1_5504543821,1,,Red,0,Illaoi,Amumu,Wukong,Jinx,Nami,Taliyah,Dr. Mundo,Shaco,Draven,Fiora,Shen,Jayce,Graves,Caitlyn,Neeko
18348,16.4,NA1_5498524201,0,,Blue,1,Yorick,Talon,Yasuo,Teemo,Neeko,Sivir,Azir,Mel,Bel'Veth,Riven,Garen,Lee Sin,Akali,Senna,Janna
18349,16.4,NA1_5498524201,1,,Red,0,Garen,Lee Sin,Akali,Senna,Janna,Gangplank,Twitch,Lux,Hecarim,Poppy,Yorick,Talon,Yasuo,Teemo,Neeko
18350,16.4,NA1_5501102930,1,,Blue,1,Jayce,Zaahen,Azir,Varus,Senna,Rengar,Draven,,Shaco,,Irelia,Ambessa,Rumble,Corki,Nami
18351,16.4,NA1_5501102930,0,,Red,0,Irelia,Ambessa,Rumble,Corki,Nami,Caitlyn,Draven,Kha'Zix,Zoe,Malphite,Jayce,Zaahen,Azir,Varus,Senna
18352,16.4,NA1_5499399271,0,,Blue,1,K'Sante,Vi,Ryze,Miss Fortune,Neeko,,Riven,Shaco,Jayce,,Poppy,Lee Sin,Ahri,Aphelios,Sona
18353,16.4,NA1_5499399271,1,,Red,0,Poppy,Lee Sin,Ahri,Aphelios,Sona,Irelia,Vladimir,Ambessa,Jayce,,K'Sante,Vi,Ryze,Miss Fortune,Neeko
18354,16.4,NA1_5500686002,0,,Blue,1,Volibear,Graves,Hwei,Varus,Nautilus,Jax,,,Draven,Zed,Vayne,Ambessa,Viktor,Swain,Zyra
18355,16.4,NA1_5500686002,1,,Red,0,Vayne,Ambessa,Viktor,Swain,Zyra,Sylas,Seraphine,Kha'Zix,Fiddlesticks,Anivia,Volibear,Graves,Hwei,Varus,Nautilus
18356,16.4,NA1_5504052413,1,,Blue,1,Jayce,Aatrox,Katarina,Ezreal,Karma,Yasuo,Zac,Azir,Swain,Nautilus,Yone,Lee Sin,Ahri,Draven,Lux
18357,16.4,NA1_5504052413,0,,Red,0,Yone,Lee Sin,Ahri,Draven,Lux,,Ambessa,Twitch,Azir,Riven,Jayce,Aatrox,Katarina,Ezreal,Karma
18358,16.4,NA1_5500773912,1,,Blue,1,Ornn,Zaahen,Viktor,Ezreal,Braum,Darius,Caitlyn,Riven,,Seraphine,Varus,Brand,Ryze,Kai'Sa,Nautilus
18359,16.4,NA1_5500773912,0,,Red,0,Varus,Brand,Ryze,Kai'Sa,Nautilus,Viego,Pyke,Yunara,Zoe,Riven,Ornn,Zaahen,Viktor,Ezreal,Braum
18360,16.4,NA1_5496599733,1,,Blue,1,Yone,Bel'Veth,LeBlanc,Caitlyn,Leona,Gangplank,Jayce,Riven,Rengar,Jax,Garen,Ambessa,Akali,Kai'Sa,Sona
18361,16.4,NA1_5496599733,0,,Red,0,Garen,Ambessa,Akali,Kai'Sa,Sona,Kayle,Yasuo,Nautilus,Kha'Zix,Camille,Yone,Bel'Veth,LeBlanc,Caitlyn,Leona
18362,16.4,NA1_5500087377,1,,Blue,1,Renekton,Wukong,Aurora,Yasuo,Jarvan IV,Gwen,Sona,,Riven,Ambessa,Nasus,Kha'Zix,Viktor,Jinx,Rammus
18363,16.4,NA1_5500087377,0,,Red,0,Nasus,Kha'Zix,Viktor,Jinx,Rammus,Akshan,Draven,Gwen,Ambessa,Lux,Renekton,Wukong,Aurora,Yasuo,Jarvan IV
18364,16.4,NA1_5498170928,1,,Blue,1,Kled,Zac,Qiyana,Kai'Sa,Janna,Kindred,Rengar,Vladimir,Nautilus,Fiora,Cho'Gath,Gwen,Malphite,Ezreal,Senna
18365,16.4,NA1_5498170928,0,,Red,0,Cho'Gath,Gwen,Malphite,Ezreal,Senna,Master Yi,Aatrox,Udyr,Pyke,Akshan,Kled,Zac,Qiyana,Kai'Sa,Janna
18366,16.4,NA1_5496379681,1,,Blue,1,Zoe,Master Yi,Nasus,Garen,Karma,Rengar,Akshan,Xerath,Anivia,Ambessa,Kled,Kha'Zix,Katarina,Samira,Nautilus
18367,16.4,NA1_5496379681,0,,Red,0,Kled,Kha'Zix,Katarina,Samira,Nautilus,Rengar,Galio,Poppy,Malphite,Fiora,Zoe,Master Yi,Nasus,Garen,Karma
18368,16.4,NA1_5503926221,0,,Blue,1,Olaf,Lee Sin,Mel,Smolder,Bard,,Syndra,Graves,Lucian,Shaco,Varus,Illaoi,Zed,Aurelion Sol,Nami
18369,16.4,NA1_5503926221,1,,Red,0,Varus,Illaoi,Zed,Aurelion Sol,Nami,Yasuo,Fiora,LeBlanc,Ezreal,Graves,Olaf,Lee Sin,Mel,Smolder,Bard
18370,16.4,NA1_5501914700,1,,Blue,1,Fiora,Udyr,Azir,Draven,Janna,Ambessa,Viktor,Varus,Aurora,Nautilus,Tryndamere,Rek'Sai,Hwei,Kai'Sa,Leona
18371,16.4,NA1_5501914700,0,,Red,0,Tryndamere,Rek'Sai,Hwei,Kai'Sa,Leona,Yasuo,Pyke,,Zed,Jax,Fiora,Udyr,Azir,Draven,Janna
18372,16.4,NA1_5496970177,1,,Blue,1,Irelia,Vayne,Xerath,Ashe,Seraphine,Azir,Ryze,Rengar,Lux,Jayce,Jax,Maokai,Twitch,Jhin,Karma
18373,16.4,NA1_5496970177,0,,Red,0,Jax,Maokai,Twitch,Jhin,Karma,Qiyana,Riven,Anivia,Shaco,Mel,Irelia,Vayne,Xerath,Ashe,Seraphine
